,Cleaned Text
21294,"b' Kindly do the needful to know the status of my passport application!Basically I am from Chennai, Tamil Nadu and applied to renew passport at Abudhabi,UAE.\nThere is no hope to get an answer from indian embassy as no one picking a call.\xf0\x9f\x98\xa8AN: 23-2000097154.'"
21295,"b'  Kindly do the needful to know the status of my passport application!Basically I am from Tamil Nadu and applied to renew passport at Abudhabi,UAE.\nThere is no hope to get an answer from indian embassy as no one picking a call.\xf0\x9f\x98\xa8AN: 23-2000097154.'"
21296,"b' Kindly do the needful to know the status of my passport application!Basically I am from Tamil Nadu and applied to renew passport at Abudhabi,UAE.\nThere is no hope to get an answer from indian embassy as no one picking a call.\xf0\x9f\x98\xa8AN: 23-2000097154.'"
21299,"b'  residents travelling to  may not need visa stamps on passports, soon\n\nVisa application procedures may completely move online, too\n\n"
21300,b'United Arab Emirates \xe2\x80\x93 Jumeirah Hotels and Resorts is looking to hire staff &amp; Apply Now. Submit Your Application To Click On Apply Link For Position: Administrator Jobs In Dubai - UAE | Jumeirah Hotel Careers.\n 
21301,b'We develop Immigration App designed to simplify and streamline the complex immigration process for those looking to settle in Dubai.\n\xf0\x9f\x91\x87\n\n\xf0\x9f\x8c\x90        
21302,"b' Why you need these 2 apps for easy access to government services\n\nResidents are advised to download the  app and UAE PASS for \xe2\x80\x98easy access\xe2\x80\x99 to services, particularly if they have worked at govt departments, are looking to travel, or require a digital signature. "
21303,b' ..  .. Application Engineer Protego Middle East\n2023-02-08\n
21304,b'\xf0\x9f\x94\xa5Head Out to Adventurous Journeys by renting GAC GS 4 GL for a long term from  \xf0\x9f\x9a\x97\xf0\x9f\x98\x8e\n\nCall: +971 4 2789947(9am-6pm)\n\nAPP:             
21305,b'\xf0\x9f\x94\xa5  Rent INFINITI Q50 luxury sports sedan for a day from   AED per day.\xf0\x9f\x98\x8e\n\nCall: +971 4 2789947(9am-6pm)\n\nApp -             
21310,b'\xf0\x9d\x97\x97\xf0\x9d\x97\x94\xf0\x9d\x97\x9c\xf0\x9d\x97\x9f\xf0\x9d\x97\xac \xf0\x9d\x97\x95\xf0\x9d\x97\xa8\xf0\x9d\x97\x9f\xf0\x9d\x97\x9f\xf0\x9d\x97\x98\xf0\x9d\x97\xa7\xf0\x9d\x97\x9c\xf0\x9d\x97\xa1: Daily Energy Markets - February 8\n\n\xf0\x9d\x97\x96\xf0\x9d\x97\x9f\xf0\x9d\x97\x9c\xf0\x9d\x97\x96\xf0\x9d\x97\x9e \xf0\x9d\x97\x9b\xf0\x9d\x97\x98\xf0\x9d\x97\xa5\xf0\x9d\x97\x98 \xe2\x96\xb6      \n      
21311,"b'This year the  comes standard with the  in the  which gives owners access to monitor and control their QX80, receive alerts and communicate with their vehicles using smartphones. \n  \n\n "
21313,b'Submit here your application to the UAEREP 5th Cycle now:     
21317,b'Get your orders picked up and delivered within the shortest time and lowest prices. You handle the business; we handle the orders! \xf0\x9f\xa4\x9d\n\nDownload our app and register now: \xf0\x9f\x93\xb2        
21318,b'UAE: APPLICATION OF CORPORATE TAX ON FAMILY FOUNDATIONS AND TRUSTS! 
21319,"b'    \nKindly do the needful to know the status of my passport application!Basically I am from Tamil Nadu and applied to renew passport at Abudhabi,UAE.\nThere is no hope to get an answer from indian embassy as no one picking a call.\xf0\x9f\x98\xa8'"
21322,"b'The submission deadline is 23:59 UAE time on Friday, 31 March 2023. Full application details can be found     "
21323,"b'If we continue to help the assignee during the application and admissions process, we may serve as a strong advocate for them once the school has been selected.\n\nVisit Us  contact\nquery | +971 54 55 11 666\n\n    "
21324,"b'Stamping of  on  will soon be a thing of the past for  from the UAE and around the world, with the  (EU) now working out a system to digitalise the application process "
21326,b'Registration dates for  Worshippers in the UAE who wish to perform  rituals this year can apply for pilgrimage through its digital platforms and its smart application.  \n\n
21327,"b'Ebtsm services, Realistic study and scientific solutions and tangible results\xf0\x9f\x98\x8d\nAdopt our marketing services\xf0\x9f\xa4\x97\nTo ensure the success of your business projects\xf0\x9f\x98\x8e\nEbtsm always have a best services.. remember \xf0\x9f\x92\x95\n        "
21330,"b""RT  Discover the all-new Suqia UAE app today. \nDownload it for iOS or Android and learn more about  efforts to bring h\xe2\x80\xa6"""
21331,"b'Drive Anywhere, Anytime with the Best Car Rental App in UAE. Download Selfdrive App and book now!\xf0\x9f\x9a\x97\xf0\x9f\x98\x8e\n\nCall: +971 4 2789947 (9am-6pm)\n\n              "
21332,"b""Discover the all-new Suqia UAE app today. \nDownload it for iOS or Android and learn more about  efforts to bring hope to those in need. "
21333,b'You can find all the camping and outdoor equipment you need on the eLocal app. So what are you waiting for? Start planning your trip today!\n\n     
21334,"b""  with all due respect!! I haven't seen a tedious so complicated visit visa application process like the Indian visa!! sorry even your embassy/ consulate was very poor to attend to the subject, as a UAE national I was put off by the process."""
21335,"b""RT  How will UAE's  regulation pan out? Crypto lawyer  believes that the law's application and interpreta\xe2\x80\xa6"""
21336,b'They have the skills\xe2\x80\xa6 but not the brains!\xf0\x9f\x98\x85\nWill Salah succeed in forming a successful football team?\n\nDon\xe2\x80\x99t miss the Egyptian comedy  starting February 9th at  now on the VOX app or visit \n \n\n  
21339,"b' residents wishing to travel to Schengen countries may not have to wait for appointments to process their visas in the near future. As per a report, travellers to the EU countries may soon be able to apply for their visa online.\n\nDetails:  "
21341,b'RT    Request for action One of the worst experiences I have ever had with a travel company. 
21342,"b'Remit money easily to your beneficiary with the best rates in the market, try our mobile APP or visit your nearest branch.\n\n            "
21343,"b""\xf0\x9f\x94\xa5Cruise the city in style with  rental. JAC S3 Hurry Up !! rent it now.\xf0\x9f\x98\x8d\xf0\x9f\x9a\x97 \n\nWeb: +971 4 2789947(9am-6pm)\nAPP:           "
21344,b'  Request for action One of the worst experiences I have ever had with a travel company.  has grabbed my money for VISA application for UAE since 28th January 2023 and neither VISA available nor any response.   
21345,"b""The UAE government's unemployment insurance scheme provides financial support to those terminated from employment by their employers.\nCheck our new blog to know eligibility, cost, and application procedure. Read Here:    "
21346,"b'Avaya Spaces is the app designed for collaboration. Meetings end, but teamwork must continue. Avaya Spaces connects you with all your people and tools all in one place, as long as you need.\n Authorised Partner in    "
21350,"b'While tour operators are still waiting for more details on how the process will be rolled out, they are optimistic about the change\n   "
21351,"b'While tour operators are still waiting for more details on how the process will be rolled out, they are optimistic about the change\n"
21352,b'RT    \xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Ph\xe2\x80\xa6'
21354,b'  \xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n \n\nLocation: UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa \n\n 
21359,"b"" pls speed up visitor visa applied online from uae. it's about 5 months, I have applied but not any update on my application status."""
21360,"b""  pls speed up visitor visa applied online from uae. it's about 5 months, I have applied but not any update on my application status."""
21369,b'     I have not had a problem since  last week or something I use cash app card to buy on  maby try it with cash app card'
21370,b'\xe2\x80\xbc\xef\xb8\x8fCheck\xc2\xa0 the new update \xe2\x80\xbc\xef\xb8\x8f\nP-EBT (Food Stamp) Application. \nHit the sign-up icon &amp; get the benefit \xf0\x9f\x91\x87\xf0\x9f\x91\x87\n                
21372,b'RT  Make attendance management effortless with  HRM the fully automated comperhansive system.\n\n   
21373,b'Make attendance management effortless with  HRM the fully automated comperhansive system.\n\n           \n       \n 
21376,b'We are proud to announce   as a diamond sponsor this year. Download the  app right now &amp; get more of what you like!\nDeals not to miss up to 50% discount on a wide range of devices and accessories     
21377,b'Mobil will offer its range of premium automotive lubricants to customers across the UAE via the MySyara mobile application available on iOS and Android. \n\n            
21378,"b'COP28 President Sultan al-Jaber says he is listening, ready to engage.\n Tue, 2023-02-07 11:15\nBENGALURU:\xc2\xa0The UAE climate envoy and\xc2\xa0designated COP28\xc2\xa0president said on Tuesday his country, which is due to host the summit later this year, was approaching   "
21379,b'      If you have cash app try that and make sure to select aed as currency.'
21380,"b""RT  You can easily modify the family book's data \xe2\x81\xa3\xe2\x81\xa3through our website  or UAEICP smart App\xe2\x81\xa3\xe2\x81\xa3\xe2\x81\xa3\xe2\x81\xa3\xe2\x81\xa3\n_____\xe2\x81\xa3\n"
21382,b'RT  Appreciate everything around us \xf0\x9f\x97\xba \n\nUAE Visa Application in 24hrs for 30/60 days \n\n\xf0\x9d\x91\xac\xf0\x9d\x92\x99\xf0\x9d\x92\x91\xf0\x9d\x92\x8d\xf0\x9d\x92\x90\xf0\x9d\x92\x93\xf0\x9d\x92\x86 \xf0\x9d\x99\xac\xf0\x9d\x99\x9e\xf0\x9d\x99\xa9\xf0\x9d\x99\x9d \xf0\x9d\x91\xa9\xf0\x9d\x92\x82\xf0\x9d\x92\x8d\xf0\x9d\x92\x96 \xf0\x9d\x91\xbb\xf0\x9d\x92\x93\xf0\x9d\x92\x82\xf0\x9d\x92\x97\xf0\x9d\x92\x86\xf0\x9d\x92\x8d \xf0\x9d\x91\xb3\xf0\x9d\x92\x95\xf0\x9d\x92\x85\n\xe2\x98\x8e\xef\xb8\x8f 0708278380\xe2\x80\xa6'
21383,b'Getting home cleaning services just got easier.\nGive your home a unique shine with our Hourly Cleaning services\nDownload the app today!\n        
21384,b'  Lol.....I been checkinf for app update ...'
21389,"b'\xe2\x80\xbc PRICEDROP \xe2\x80\xbcThe Luxurious Sport Car  E-tron S Sportsback"" rent and experience a lavish drive\n\nCall: +971 4 2789947(9am-6pm)\nWEB:           "
21392,b'The Nissan Micra is a practical five-door hatchback for your family drive. Rent it now from  +971 4 2789947(9am-6pm)\n\nAPP:            
21397,"b'Mikami is on a mission to create a better world!\n\nWatch him in  based on the popular series, NOW SHOWING at  Book now on the VOX app or visit  \n\n   "
21403,"b""RT  Are you ready for another Beat Therapy session? Tune in to DJ Lewi's Radio show every Tuesday from 8-9pm on Ibiza Globa\xe2\x80\xa6"""
21575,b'RT  Love Your Imagination! Bring it to Life with Robotics.\n\n    
21576,b'Love Your Imagination! Bring it to Life with Robotics.\n\n          
21651,"b""RT  Let's be Pok\xc3\xa9mon Go friends!!\nPlease help my VivillonCollection.\nCode: 7585 9176 0808\n\nI NEED :\nSANDSTORM(UAE\xf0\x9f\x87\xa6\xf0\x9f\x87\xaa,Somalia\xf0\x9f\x87\xb8\xf0\x9f\x87\xb4,Ku\xe2\x80\xa6"""
21652,"b""Let's be Pok\xc3\xa9mon Go friends!!\nPlease help my VivillonCollection.\nCode: 7585 9176 0808\n\nI NEED :\nSANDSTORM(UAE\xf0\x9f\x87\xa6\xf0\x9f\x87\xaa,Somalia\xf0\x9f\x87\xb8\xf0\x9f\x87\xb4,Kuwait\xf0\x9f\x87\xb0\xf0\x9f\x87\xbc)\n\n"
21653,b'RT  LUV Events are proud to announce we are Official UAE Partners of the first ever\xc2\xa0Rolling Loud\xc2\xa0in Asia. 13th-15th April 202\xe2\x80\xa6'
21654,"b'LUV Events are proud to announce we are Official UAE Partners of the first ever\xc2\xa0Rolling Loud\xc2\xa0in Asia. 13th-15th April 2023 at LEGEND SIAM, PATTAYA, THAILAND.\n\nContact us now for an exclusive promo code on GA passes, VIP passes + VVIP table bookings.\n\n+971 52 699 9957 "
21655,"b'Use the code (STU) now for 50% discount while registering for\n""MENA Organization for Rare Diseases Annual Meeting 2023""\n\nHurry up and get your seat!!\n\nRegistration link \xe2\x9e\xa1  \n "
21657,"b' That is not true.\nThe US actually gave tyrant isias the green light to eliminate ""tplf"" [the code word for Tigray] in cooperation with ethio govt &amp; their foreign allies [the UAE, Turkey,..]\n\nThere is solid evidence of this. Check  tweets then.'"
21658,"b'RT  Who decides sari is not \xe2\x80\x98smart wear\xe2\x80\x99? I have worn sarees at the best restaurants in the US, UAE as well in UK. No one stopp\xe2\x80\xa6'"
21660,"b'With Hamdan Global, you can find suitable candidates for your business. Our experienced recruiters understand the complexities of hiring and matching qualified candidates. Learn about us Today. Scan the QR code \n\n        "
21769,"b' Allows International  Transactions\nBecomes the First Indian FinTech to Enable this Functionality\nCurrently enabled 4 UAE, Singapore, Mauritius, Nepal and Bhutan based Merchants that have a local UPI QR code\nThis feature is expected to roll out in more countries soon'"
21774,"b"" goes 'UPI international' - which supports merchant outlets in UAE, Singapore, Mauritius, Nepal and Bhutan that have a local QR (quick response) code. (BS) "
21775,"b'PhonePe Allows International UPI Transactions\nBecomes the First Indian FinTech to Enable this Functionality\nCurrently enabled for UAE, Singapore, Mauritius,Nepal and Bhutan based Merchants that have a local UPI QR code\nThis feature is expected to roll out in more countries soon.'"
21776,"b'PhonePe Allows International UPI Transactions\n\nBecomes the First Indian FinTech 2 Enable this Functionality\n\nCurrently enabled for UAE, Singapore, Mauritius, Nepal and Bhutan based Merchants dat have a local UPI QR code\n\nThis feature is expected to roll out in more countries soon'"
21778,"b'RT  In less than a week, people from Austria, Belgium, India, Italy, Nigeria, Serbia, Sweden, UAE and USA will gather toget\xe2\x80\xa6'"
21805,"b'   Hence Nigerians have been kicked out from India, UAE. And basically we are not interested in making the distinction, they CAN ALL keep away. Why must we spend resources trying to understand. Even Irish are marching against them.'"
21828,b'Achieve the skin glow and whitening you dream of from the comfort of your home. Book now and get up to 60% OFF. Apply code DRIP40 on checkout.\n\n      
21846,"b""JUST IN:  launches support for 'UPI international' payments, allowing Indian users traveling abroad to instantly pay foreign merchants using UPI.\n\n Launch supports all international merchant outlets in UAE, Singapore, Mauritius, Nepal and Bhutan that have a local QR code."""
21853,"b' Hi Omantel, yesterday I tried to purchase an I phone 14 Plus through your website for my relative in Oman. I used my UAE credit card. The payment as per your site was rejected. But My bank confirmed Omantel - E SHOP charged  OMR 380.10 the auth code 005217. Pls resolve "
21859,"b'. became the first in its category to integrate UPI International. It would now be available across merchant outlets that have a local QR code in the UAE, Singapore, Mauritius, Nepal and Bhutan.\n"
21864,"b""I want to make pokemongo friends who give me sand dust gift or who live in uae dubai qatar. I'm in japan,yokohama. my Pokemon GO trainer code is 2262 5429 4633\xef\xbc\x81my trainer level 47\xe3\x80\x80"
21865,"b""PhonePe launches support for 'UPI international' payments, allowing Indian users traveling abroad to instantly pay foreign merchants using UPI. Launch supports all international merchant outlets in UAE, Singapore, Mauritius, Nepal and Bhutan that have a local QR code."""
21870,"b'In less than a week, people from Austria, Belgium, India, Italy, Nigeria, Serbia, Sweden, UAE and USA will gather together for some part of 2 days (Sat and/or Sun), to enjoy practicing the writing of code, test-first, as one (or more) ensembles. Join us. "
21881,"b'Don\xe2\x80\x99t miss booking your AWESOME UAE Resident Rate* \xf0\x9f\x98\x8eat LEGOLAND Hotel from Sundays to Thursdays until 28. Feb! Special rate, non-stop fun, breakfast buffet\xf0\x9f\x98\x8b, access to one or both LEGOLAND parks*! Book  &amp; use code RESIDENT to stay for LESS!\xf0\x9f\x98\x8e\xf0\x9f\xa4\xa9*T&amp;C Apply "
21888,b'   Dear sir please my help you sir my two kidney Damage Doctor discussion kidney transplantation sir big amount cost minimum $100000 USD\n the city Bank Narayanganj Branch Bangladesh m/s rafienterprisese account number 178101000079\nSwift code CIBLBDDH msrafienterprise
21889,b' Dear sir please my help you sir my two kidney Damage Doctor discussion kidney transplantation sir big amount cost minimum $100000 USD\n the city Bank Narayanganj Branch Bangladesh m/s rafienterprisese account number 178101000079\nSwift code CIBLBDDH msrafienterprise
21890,b' Dear sir please my help you sir my two kidney Damage Doctor discussion kidney transplantation sir big amount cost minimum $100000 USD\n the city Bank Narayanganj Branch Bangladesh m/s rafienterprisese account number 178101000079\nSwift code CIBLBDDH'
21915,"b"" launched a service on Tuesday that will allow Indian users traveling abroad to pay foreign merchants using  supports merchant outlets with a local QR code in the     and  "
